,|Q|[Ah](charge),Voltage[V](charge),Capacity[mAh/g](charge),|Q|[Ah](discharge),Voltage[V](discharge),Capacity[mAh/g](discharge)
314,0.0001790317,3.68121,52.07437463641652,0.00018051542,4.07047,52.50593949970912
315,0.00017960468,3.68182,52.241035485747524,0.00018108849,4.06971,52.67262652705061
316,0.00018017767,3.68212,52.407699243746364,0.00018166155,4.06879,52.839310645724254
317,0.00018075065,3.68274,52.57436009307737,0.00018223461,4.06787,53.005994764397904
318,0.00018132363,3.68304,52.741020942408376,0.00018280767,4.06696,53.17267888307155
319,0.00018189661,3.68365,52.907681791739385,0.00018338074,4.06619,53.33936591041303
320,0.0001824696,3.68396,53.07434554973822,0.0001839538,4.06512,53.50605002908667
321,0.00018304258,3.68442,53.24100639906922,0.00018452686,4.0642,53.67273414776032
322,0.00018361556,3.68503,53.40766724840022,0.00018509993,4.06329,53.8394211751018
323,0.00018418854,3.68549,53.57432809773123,0.00018567299,4.06252,54.00610529377545
324,0.00018476152,3.68595,53.74098894706225,0.00018624605,4.0616,54.17278941244909
325,0.0001853345,3.68625,53.90764979639326,0.00018681911,4.06053,54.33947353112275
326,0.00018590748,3.68671,54.07431064572425,0.00018739218,4.05992,54.50616055846422
327,0.00018648046,3.68717,54.24097149505526,0.00018796524,4.0587,54.67284467713787
328,0.00018705345,3.68747,54.407635253054096,0.0001885383,4.05809,54.83952879581151
329,0.00018762643,3.68809,54.574296102385105,0.00018911137,4.05702,55.006215823153
330,0.00018819941,3.6887,54.740956951716115,0.00018968443,4.05625,55.17289994182665
331,0.0001887724,3.68885,54.90762070971495,0.00019025749,4.05549,55.33958406050029
332,0.00018934538,3.68946,55.07428155904596,0.00019083055,4.05442,55.506268179173944
333,0.00018991836,3.68977,55.24094240837695,0.00019140361,4.05381,55.67295229784759
334,0.00019049135,3.69023,55.4076061663758,0.00019197667,4.05274,55.83963641652124
335,0.00019106433,3.69084,55.5742670157068,0.00019254974,4.05167,56.00632344386271
336,0.00019163731,3.69099,55.740927865037804,0.0001931228,4.05105,56.17300756253636
337,0.00019221029,3.6916,55.90758871436882,0.00019369586,4.05014,56.339691681210006
338,0.00019278327,3.69191,56.07424956369983,0.00019426892,4.04922,56.506375799883656
339,0.00019335626,3.69252,56.240913321698656,0.00019484198,4.04846,56.6730599185573
340,0.00019392924,3.69298,56.40757417102967,0.00019541504,4.04754,56.83974403723095
341,0.00019450222,3.69328,56.57423502036067,0.00019598809,4.04677,57.00642524723676
342,0.0001950752,3.6939,56.74089586969168,0.00019656116,4.0457,57.17311227457824
343,0.00019564819,3.69436,56.90755962769052,0.00019713422,4.04509,57.33979639325189
344,0.00019622117,3.69481,57.07422047702152,0.00019770728,4.04417,57.50648051192553
345,0.00019679415,3.69497,57.24088132635253,0.00019828034,4.04326,57.67316463059918
346,0.00019736713,3.69543,57.40754217568354,0.0001988534,4.04265,57.839848749272825
347,0.00019794012,3.69573,57.57420593368237,0.00019942646,4.04188,58.006532867946476
348,0.0001985131,3.6965,57.74086678301338,0.00019999952,4.04112,58.17321698662012
349,0.00019908608,3.6968,57.907527632344376,0.00020057258,4.0402,58.33990110529378
350,0.00019965907,3.69726,58.074191390343216,0.00020114565,4.03959,58.506588132635244
351,0.00020023205,3.69772,58.240852239674226,0.00020171871,4.03867,58.673272251308894
352,0.00020080503,3.69802,58.40751308900523,0.00020229177,4.03791,58.83995636998254
353,0.00020137802,3.69848,58.57417684700407,0.00020286483,4.03699,59.00664048865619
354,0.000201951,3.69879,58.74083769633507,0.0002034379,4.03622,59.17332751599768
355,0.00020252399,3.6994,58.90750145433391,0.00020401096,4.03561,59.34001163467132
356,0.00020309697,3.70001,59.07416230366492,0.00020458402,4.03454,59.50669575334497
357,0.00020366995,3.70032,59.24082315299592,0.00020515708,4.03362,59.673379872018614
358,0.00020424293,3.70062,59.40748400232693,0.00020573014,4.03286,59.840063990692265
359,0.00020481592,3.70124,59.57414776032577,0.00020630321,4.0321,60.00675101803374
360,0.0002053889,3.70154,59.74080860965677,0.00020687627,4.03148,60.17343513670739
361,0.00020596188,3.70185,59.907469458987784,0.00020744933,4.03072,60.34011925538103
362,0.00020653486,3.70231,60.07413030831879,0.00020802239,4.02996,60.506803374054684
363,0.00020710784,3.70292,60.240791157649795,0.00020859545,4.02934,60.67348749272833
364,0.00020768082,3.70307,60.4074520069808,0.00020916851,4.02843,60.84017161140198
365,0.00020825381,3.70338,60.57411576497964,0.00020974157,4.02781,61.00685573007562
366,0.00020882679,3.70414,60.74077661431064,0.00021031464,4.0269,61.1735427574171
367,0.00020939977,3.7046,60.90743746364165,0.0002108877,4.02629,61.34022687609075
368,0.00020997275,3.70475,61.07409831297266,0.00021146076,4.02552,61.506910994764404
369,0.00021054574,3.70521,61.24076207097149,0.00021203382,4.02476,61.67359511343805
370,0.00021111872,3.70567,61.407422920302494,0.00021260688,4.02399,61.8402792321117
371,0.0002116917,3.70628,61.5740837696335,0.00021317994,4.02323,62.00696335078534
372,0.00021226469,3.70659,61.740747527632344,0.000213753,4.02262,62.17364746945899
373,0.00021283767,3.70689,61.90740837696334,0.00021432607,4.0217,62.34033449680046
374,0.00021341065,3.70735,62.074069226294355,0.00021489913,4.02109,62.5070186154741
375,0.00021398363,3.70781,62.240730075625365,0.00021547219,4.02032,62.67370273414776
376,0.00021455661,3.70812,62.40739092495637,0.00021604526,4.01956,62.84038976148923
377,0.0002151296,3.70888,62.57405468295521,0.00021661832,4.01895,63.00707388016288
378,0.00021570258,3.70888,62.74071553228622,0.00021719138,4.01834,63.17375799883652
379,0.00021627556,3.70934,62.90737638161721,0.00021776444,4.01742,63.34044211751017
380,0.00021684855,3.70995,63.07404013961606,0.0002183375,4.01681,63.507126236183815
381,0.00021742153,3.71026,63.240700988947054,0.00021891056,4.01589,63.673810354857466
382,0.00021799451,3.71071,63.407361838278064,0.00021948363,4.01528,63.840497382198954
383,0.00021856749,3.71117,63.57402268760907,0.00022005669,4.01451,64.0071815008726
384,0.00021914047,3.71148,63.74068353694008,0.00022062975,4.01405,64.17386561954625
385,0.00021971345,3.71194,63.907344386271085,0.00022120281,4.01314,64.34054973821989
386,0.00022028643,3.71209,64.07400523560209,0.00022177588,4.01253,64.50723676556137
387,0.00022085942,3.7127,64.24066899360093,0.00022234894,4.01176,64.67392088423502
388,0.0002214324,3.71331,64.40732984293193,0.000222922,4.011,64.84060500290866
389,0.00022200538,3.71362,64.57399069226294,0.00022349506,4.01039,65.00728912158232
390,0.00022257836,3.71393,64.74065154159395,0.00022406813,4.00962,65.17397614892378
391,0.00022315134,3.71423,64.90731239092494,0.00022464119,4.00886,65.34066026759744
392,0.00022372433,3.71469,65.07397614892379,0.00022521425,4.00824,65.50734438627109
393,0.00022429731,3.715,65.24063699825479,0.00022578731,4.00763,65.67402850494474
394,0.00022487029,3.71545,65.4072978475858,0.00022636037,4.00687,65.84071262361839
395,0.00022544327,3.71576,65.57395869691682,0.00022693343,4.0061,66.00739674229203
396,0.00022601626,3.71622,65.74062245491564,0.00022750649,4.00549,66.17408086096567
397,0.00022658924,3.71652,65.90728330424666,0.00022807955,4.00488,66.34076497963933
398,0.00022716222,3.71698,66.07394415357767,0.00022865261,4.00442,66.50744909831297
399,0.0002277352,3.71744,66.24060500290867,0.00022922567,4.0035,66.67413321698662
400,0.00022830818,3.71759,66.40726585223968,0.00022979873,4.00289,66.84081733566026
401,0.00022888116,3.71805,66.57392670157067,0.0002303718,4.00213,67.00750436300174
402,0.00022945414,3.71851,66.7405875509017,0.00023094486,4.00152,67.17418848167539
403,0.00023002713,3.71897,66.90725130890053,0.00023151792,4.00091,67.34087260034904
404,0.00023060011,3.71943,67.07391215823152,0.00023209098,4.00029,67.50755671902269
405,0.00023117309,3.71974,67.24057300756253,0.00023266404,3.99953,67.67424083769633
406,0.00023174606,3.72004,67.4072309482257,0.0002332371,3.99877,67.84092495636997
407,0.00023231904,3.72081,67.57389179755671,0.00023381016,3.998,68.00760907504363
408,0.00023289202,3.72111,67.74055264688772,0.00023438322,3.99724,68.17429319371728
409,0.000233465,3.72157,67.90721349621873,0.00023495627,3.99647,68.3409744037231
410,0.00023403799,3.72172,68.07387725421756,0.00023552933,3.99617,68.50765852239674
411,0.00023461097,3.72233,68.24053810354857,0.00023610239,3.9954,68.6743426410704
412,0.00023518395,3.72279,68.40719895287958,0.00023667545,3.99479,68.84102675974404
413,0.00023575693,3.7231,68.57385980221058,0.00023724851,3.99387,69.00771087841768
414,0.00023632991,3.7234,68.74052065154159,0.00023782157,3.99341,69.17439499709133
415,0.00023690289,3.72386,68.9071815008726,0.00023839463,3.99265,69.34107911576498
416,0.00023747587,3.72417,69.0738423502036,0.00023896769,3.99189,69.50776323443863
417,0.00023804886,3.72478,69.24050610820244,0.00023954075,3.99127,69.67444735311227
418,0.00023862184,3.72493,69.40716695753345,0.00024011381,3.99066,69.84113147178591
419,0.00023919482,3.72555,69.57382780686446,0.00024068687,3.99005,70.00781559045957
420,0.0002397678,3.72585,69.74048865619545,0.00024125993,3.98913,70.17449970913322
421,0.00024034079,3.72631,69.9071524141943,0.000241833,3.98867,70.3411867364747
422,0.00024091377,3.72662,70.0738132635253,0.00024240606,3.98806,70.50787085514834
423,0.00024148675,3.72692,70.2404741128563,0.00024297912,3.9873,70.67455497382198
424,0.00024205973,3.72738,70.40713496218731,0.00024355218,3.98653,70.84123909249563
425,0.00024263271,3.72769,70.57379581151832,0.00024412524,3.98592,71.00792321116928
426,0.0002432057,3.72814,70.74045956951716,0.0002446983,3.98531,71.17460732984293
427,0.00024377868,3.7283,70.90712041884815,0.00024527137,3.98439,71.34129435718441
428,0.00024435166,3.72891,71.07378126817916,0.00024584443,3.98409,71.50797847585805
429,0.00024492464,3.72937,71.24044211751017,0.00024641749,3.98332,71.67466259453171
430,0.00024549762,3.72967,71.40710296684118,0.00024699055,3.98256,71.84134671320535
431,0.0002460706,3.72998,71.57376381617219,0.00024756361,3.9821,72.008030831879
432,0.00024664359,3.73029,71.74042757417102,0.00024813668,3.98134,72.17471785922046
433,0.00024721657,3.73044,71.90708842350203,0.00024870974,3.98072,72.34140197789412
434,0.00024778955,3.73105,72.07374927283304,0.0002492828,3.97981,72.50808609656777
435,0.00024836253,3.73151,72.24041012216405,0.00024985586,3.97904,72.67477021524141
436,0.00024893551,3.73181,72.40707097149506,0.00025042892,3.97843,72.84145433391505
437,0.00024950849,3.73227,72.57373182082605,0.00025100198,3.97767,73.00813845258871
438,0.00025008147,3.73258,72.74039267015706,0.00025157504,3.9769,73.17482257126235
439,0.00025065446,3.73334,72.9070564281559,0.00025214811,3.97629,73.34150959860384
440,0.00025122744,3.7335,73.0737172774869,0.00025272117,3.97553,73.50819371727748
441,0.00025180042,3.73365,73.24037812681792,0.00025329423,3.97507,73.67487783595114
442,0.0002523734,3.73411,73.40703897614893,0.00025386729,3.9743,73.84156195462478
443,0.00025294638,3.73441,73.57369982547992,0.00025444036,3.97369,74.00824898196626
444,0.00025351936,3.73487,73.74036067481093,0.00025501342,3.97277,74.1749331006399
445,0.00025409234,3.73502,73.90702152414194,0.00025558648,3.97216,74.34161721931355
446,0.00025466532,3.73564,74.07368237347296,0.00025615954,3.9714,74.50830133798719
447,0.0002552383,3.73579,74.24034322280396,0.0002567326,3.97079,74.67498545666085
448,0.00025581128,3.7364,74.40700407213497,0.00025730566,3.97017,74.84166957533449
449,0.00025638427,3.73655,74.5736678301338,0.00025787871,3.96926,75.00835078534031
450,0.00025695725,3.73701,74.74032867946481,0.00025845177,3.9688,75.17503490401396
451,0.00025753023,3.73747,74.90698952879582,0.00025902483,3.96788,75.34171902268761
452,0.00025810321,3.73793,75.07365037812681,0.00025959789,3.96742,75.50840314136126
453,0.00025867619,3.73824,75.24031122745782,0.00026017095,3.96666,75.6750872600349
454,0.00025924917,3.73885,75.40697207678882,0.00026074401,3.96589,75.84177137870854
455,0.00025982215,3.73915,75.57363292611983,0.00026131707,3.96528,76.0084554973822
456,0.00026039513,3.73961,75.74029377545084,0.00026189013,3.96452,76.17513961605584
457,0.00026096811,3.73976,75.90695462478183,0.00026246319,3.96375,76.34182373472949
458,0.00026154109,3.74022,76.07361547411286,0.00026303625,3.96314,76.50850785340313
459,0.00026211408,3.74068,76.24027923211169,0.00026360932,3.96238,76.67519488074463
460,0.00026268706,3.74083,76.40694008144268,0.00026418237,3.96177,76.84187609075043
461,0.00026326003,3.74145,76.57359802210588,0.00026475543,3.96069,77.00856020942408
462,0.00026383302,3.74175,76.74026178010472,0.00026532849,3.95993,77.17524432809772
463,0.000264406,3.74206,76.90692262943571,0.00026590155,3.95932,77.34192844677138
464,0.00026497898,3.74252,77.07358347876674,0.00026647461,3.95855,77.50861256544502
465,0.00026555197,3.74267,77.24024723676557,0.00026704767,3.95794,77.67529668411866
466,0.00026612495,3.74313,77.40690808609656,0.00026762073,3.95718,77.8419808027923
467,0.00026669793,3.74343,77.57356893542756,0.00026819379,3.95641,78.00866492146596
468,0.00026727091,3.74405,77.74022978475858,0.00026876686,3.9558,78.17535194880745
469,0.00026784389,3.74435,77.90689063408958,0.00026933992,3.95488,78.34203606748109
470,0.00026841688,3.7445,78.07355439208841,0.00026991298,3.95412,78.50872018615473
471,0.00026898986,3.74496,78.24021524141943,0.00027048604,3.95351,78.67540430482839
472,0.00026956284,3.74542,78.40687609075043,0.0002710591,3.95274,78.84208842350203
473,0.00027013582,3.74573,78.57353694008142,0.00027163215,3.95183,79.00876963350785
474,0.00027070881,3.74588,78.74020069808029,0.00027220521,3.95106,79.1754537521815
475,0.00027128179,3.74634,78.90686154741128,0.00027277828,3.95045,79.34214077952298
476,0.00027185478,3.74664,79.07352530541012,0.00027335134,3.94938,79.50882489819662
477,0.00027242776,3.7471,79.24018615474112,0.0002739244,3.94892,79.67550901687027
478,0.00027300074,3.74756,79.40684700407213,0.00027449746,3.94816,79.84219313554391
479,0.00027357372,3.74802,79.57350785340313,0.00027507052,3.94724,80.00887725421758
480,0.0002741467,3.74817,79.74016870273415,0.00027564358,3.94648,80.17556137289122
481,0.00027471969,3.74863,79.90683246073299,0.00027621664,3.94586,80.34224549156487
482,0.00027529267,3.74894,80.07349331006398,0.00027678969,3.94495,80.50892670157067
483,0.00027586565,3.7494,80.24015415939498,0.00027736276,3.94403,80.67561372891217
484,0.00027643863,3.7497,80.406815008726,0.00027793581,3.94327,80.84229493891797
485,0.00027701162,3.75016,80.57347876672483,0.00027850887,3.94235,81.00897905759162
486,0.0002775846,3.75031,80.74013961605583,0.00027908193,3.94143,81.17566317626526
487,0.00027815758,3.75077,80.90680046538687,0.00027965499,3.94097,81.34234729493892
488,0.00027873056,3.75108,81.07346131471786,0.00028022805,3.94021,81.50903141361256
489,0.00027930354,3.75154,81.24012216404886,0.00028080111,3.9396,81.6757155322862
490,0.00027987652,3.75169,81.40678301337988,0.00028137417,3.93853,81.84239965095985
491,0.0002804495,3.75215,81.57344386271087,0.00028194723,3.93776,82.0090837696335
492,0.00028102248,3.75261,81.74010471204187,0.00028252029,3.93684,82.17576788830715
493,0.00028159547,3.75291,81.90676847004073,0.00028309335,3.93623,82.34245200698079
494,0.00028216845,3.75337,82.07342931937173,0.00028366642,3.93531,82.50913903432227
495,0.00028274144,3.75368,82.24009307737056,0.00028423947,3.93455,82.6758202443281
496,0.00028331442,3.75398,82.40675392670157,0.00028481253,3.93379,82.84250436300174
497,0.00028388741,3.75429,82.5734176847004,0.00028538559,3.93302,83.00918848167538
498,0.00028446039,3.75475,82.74007853403141,0.00028595866,3.9321,83.17587550901686
499,0.00028503338,3.75521,82.90674229203026,0.00028653172,3.93119,83.34255962769052
500,0.00028560636,3.75536,83.07340314136125,0.00028710478,3.93073,83.50924374636416
501,0.00028617934,3.75567,83.24006399069226,0.00028767784,3.92966,83.6759278650378
502,0.00028675232,3.75597,83.40672484002326,0.0002882509,3.92889,83.84261198371145
503,0.0002873253,3.75643,83.57338568935427,0.00028882396,3.92813,84.00929610238511
504,0.00028789829,3.75658,83.74004944735312,0.00028939702,3.92706,84.17598022105875
505,0.00028847127,3.75719,83.90671029668411,0.00028997008,3.9266,84.3426643397324
506,0.00028904425,3.75735,84.07337114601512,0.00029054315,3.92553,84.50935136707386
507,0.00028961723,3.75796,84.24003199534613,0.0002911162,3.92461,84.67603257707971
508,0.00029019021,3.75826,84.40669284467712,0.00029168926,3.92385,84.84271669575335
509,0.00029076319,3.75872,84.57335369400815,0.00029226233,3.92293,85.0094037230948
510,0.00029133618,3.75918,84.74001745200698,0.00029283539,3.92201,85.17608784176845
511,0.00029190916,3.75964,84.90667830133798,0.00029340845,3.9211,85.34277196044211
512,0.00029248214,3.75964,85.07333915066897,0.00029398151,3.92048,85.50945607911575
513,0.00029305512,3.75995,85.24,0.00029455458,3.91972,85.67614310645723
514,0.00029362811,3.7604,85.40666375799883,0.00029512764,3.91865,85.84282722513088
515,0.00029420109,3.76086,85.57332460732982,0.0002957007,3.91788,86.00951134380453
516,0.00029477407,3.76117,85.73998545666086,0.00029627376,3.91697,86.17619546247818
517,0.00029534706,3.76178,85.90664921465968,0.00029684682,3.9162,86.34287958115182
518,0.00029592004,3.76193,86.07331006399068,0.00029741988,3.91529,86.50956369982546
519,0.00029649302,3.76209,86.2399709133217,0.00029799294,3.91437,86.67624781849912
520,0.00029706601,3.76255,86.40663467132053,0.000298566,3.9136,86.84293193717276
521,0.00029763899,3.76285,86.57329552065153,0.00029913906,3.91269,87.00961605584642
522,0.00029821197,3.76331,86.73995636998255,0.00029971212,3.91192,87.17630017452008
523,0.00029878495,3.76362,86.90661721931356,0.00030028518,3.91116,87.34298429319372
524,0.00029935794,3.76407,87.0732809773124,0.00030085824,3.90993,87.50966841186737
525,0.00029993092,3.76423,87.2399418266434,0.0003014313,3.90948,87.67635253054101
526,0.0003005039,3.76469,87.4066026759744,0.00030200436,3.90856,87.84303664921467
527,0.00030107688,3.76514,87.5732635253054,0.00030257743,3.90749,88.00972367655613
528,0.00030164987,3.76545,87.73992728330425,0.00030315049,3.90672,88.17640779522978
529,0.00030222285,3.76591,87.90658813263525,0.00030372355,3.90596,88.34309191390342
530,0.00030279584,3.76606,88.07325189063408,0.00030429661,3.90489,88.5097760325771
531,0.00030336882,3.76667,88.2399127399651,0.00030486967,3.90412,88.67646015125074
532,0.0003039418,3.76698,88.4065735892961,0.00030544273,3.9029,88.84314426992438
533,0.00030451478,3.76744,88.57323443862711,0.00030601579,3.90229,89.00982838859802
534,0.00030508777,3.76759,88.73989819662594,0.00030658885,3.90153,89.17651250727168
535,0.00030566075,3.76805,88.90655904595695,0.00030716192,3.9003,89.34319953461313
536,0.00030623373,3.76836,89.07321989528795,0.00030773497,3.89969,89.50988074461897
537,0.00030680672,3.76851,89.2398836532868,0.00030830803,3.89877,89.67656486329261
538,0.0003073797,3.76897,89.4065445026178,0.00030888109,3.89801,89.84324898196627
539,0.00030795268,3.76927,89.5732053519488,0.00030945415,3.89694,90.00993310063991
540,0.00030852567,3.76973,89.73986910994763,0.00031002721,3.89617,90.17661721931356
541,0.00030909865,3.77019,89.90652995927866,0.00031060027,3.8951,90.3433013379872
542,0.00030967163,3.77065,90.07319080860965,0.00031117333,3.89449,90.50998545666086
543,0.00031024461,3.77065,90.23985165794066,0.00031174639,3.89327,90.6766695753345
544,0.00031081759,3.77126,90.40651250727166,0.00031231945,3.8925,90.84335369400814
545,0.00031139057,3.77141,90.57317335660267,0.00031289251,3.89189,91.01003781268179
546,0.00031196356,3.77187,90.7398371146015,0.00031346557,3.89098,91.17672193135544
547,0.00031253654,3.77202,90.90649796393251,0.00031403863,3.88991,91.34340605002909
548,0.00031310952,3.77248,91.07315881326352,0.00031461169,3.88914,91.51009016870273
549,0.00031368251,3.77294,91.23982257126235,0.00031518475,3.88838,91.67677428737638
550,0.00031425549,3.77325,91.40648342059336,0.00031575781,3.88746,91.84345840605003
551,0.00031482848,3.77371,91.57314717859221,0.00031633088,3.88608,92.0101454333915
552,0.00031540146,3.77386,91.7398080279232,0.00031690394,3.88547,92.17682955206514
553,0.00031597445,3.77432,91.90647178592204,0.000317477,3.88471,92.34351367073879
554,0.00031654743,3.77462,92.07313263525306,0.00031805005,3.88364,92.51019488074462
555,0.00031712042,3.77508,92.2397963932519,0.00031862311,3.88303,92.67687899941826
556,0.0003176934,3.77539,92.40645724258289,0.00031919617,3.88226,92.84356311809191
557,0.00031826639,3.77569,92.57312100058174,0.00031976923,3.88119,93.01024723676557
558,0.00031883937,3.77631,92.73978184991273,0.0003203423,3.88027,93.17693426410702
559,0.00031941235,3.77661,92.90644269924374,0.00032091536,3.87936,93.34361838278068
560,0.00031998534,3.77707,93.07310645724257,0.00032148842,3.87844,93.51030250145432
561,0.00032055832,3.77738,93.23976730657358,0.00032206148,3.87752,93.67698662012796
562,0.0003211313,3.77783,93.40642815590459,0.00032263454,3.87676,93.8436707388016
563,0.00032170429,3.77814,93.57309191390343,0.0003232076,3.87599,94.01035485747526
564,0.00032227727,3.77845,93.73975276323443,0.00032378066,3.87507,94.17703897614892
565,0.00032285025,3.77891,93.90641361256544,0.00032435372,3.87431,94.34372309482256
566,0.00032342324,3.77921,94.07307737056428,0.00032492678,3.87324,94.51040721349622
567,0.00032399622,3.77967,94.23973821989529,0.00032549983,3.87248,94.67708842350204
568,0.0003245692,3.77998,94.40639906922628,0.00032607289,3.87141,94.84377254217569
569,0.00032514219,3.78028,94.57306282722512,0.00032664596,3.87079,95.01045956951715
570,0.00032571517,3.78089,94.73972367655614,0.00032721902,3.86988,95.17714368819081
571,0.00032628816,3.78105,94.90638743455497,0.00032779208,3.86926,95.34382780686445
572,0.00032686114,3.7815,95.07304828388597,0.00032836514,3.86804,95.5105119255381
573,0.00032743412,3.78181,95.23970913321699,0.0003289382,3.86712,95.67719604421174
574,0.0003280071,3.78212,95.40636998254799,0.00032951126,3.86651,95.8438801628854
575,0.00032858009,3.78242,95.57303374054682,0.00033008432,3.8656,96.01056428155904
576,0.00032915307,3.78303,95.73969458987783,0.00033065738,3.86468,96.17724840023268
577,0.00032972606,3.78319,95.90635834787668,0.00033123044,3.86391,96.34393251890633
578,0.00033029904,3.78349,96.07301919720767,0.0003318035,3.86284,96.51061663757999
579,0.00033087203,3.78395,96.2396829552065,0.00033237656,3.86208,96.67730075625363
580,0.00033144501,3.78426,96.40634380453751,0.00033294963,3.86131,96.84398778359511
581,0.00033201799,3.78487,96.57300465386852,0.00033352269,3.86055,97.01067190226875
582,0.00033259098,3.78517,96.73966841186736,0.00033409575,3.85948,97.17735602094241
583,0.00033316396,3.78563,96.90632926119837,0.00033466881,3.85887,97.34404013961606
584,0.00033373694,3.78579,97.07299011052937,0.00033524187,3.85795,97.5107242582897
585,0.00033430993,3.78609,97.23965386852821,0.00033581493,3.85719,97.67740837696334
586,0.00033488291,3.78655,97.4063147178592,0.00033638799,3.85642,97.844092495637
587,0.00033545589,3.78701,97.57297556719023,0.00033696105,3.85535,98.01077661431064
588,0.00033602888,3.78731,97.73963932518906,0.00033753411,3.85474,98.17746073298429
589,0.00033660186,3.78762,97.90630017452006,0.00033810717,3.85398,98.34414485165793
590,0.00033717484,3.78793,98.07296102385106,0.00033868023,3.85291,98.51082897033159
591,0.00033774782,3.78854,98.23962187318207,0.0003392533,3.85214,98.67751599767307
592,0.00033832081,3.78884,98.4062856311809,0.00033982635,3.85138,98.84419720767887
593,0.00033889379,3.78915,98.57294648051192,0.00034039942,3.85061,99.01088423502036
594,0.00033946678,3.78961,98.73961023851075,0.00034097248,3.84969,99.17756835369401
595,0.00034003976,3.78991,98.90627108784176,0.00034154554,3.84893,99.34425247236766
596,0.00034061275,3.79022,99.0729348458406,0.0003421186,3.84801,99.5109365910413
597,0.00034118573,3.79083,99.2395956951716,0.00034269166,3.84725,99.67762070971494
598,0.00034175872,3.79129,99.40625945317043,0.00034326472,3.84648,99.8443048283886
599,0.0003423317,3.79129,99.57292030250146,0.00034383778,3.84557,100.01098894706224
600,0.00034290469,3.7919,99.73958406050029,0.00034441084,3.8448,100.17767306573589
601,0.00034347767,3.79236,99.90624490983129,0.0003449839,3.84388,100.34435718440953
602,0.00034405066,3.79267,100.07290866783012,0.00034555696,3.84327,100.51104130308319
603,0.00034462364,3.79312,100.23956951716114,0.00034613002,3.84236,100.67772542175683
604,0.00034519662,3.79343,100.40623036649214,0.00034670308,3.84174,100.84440954043048
605,0.00034576961,3.79404,100.57289412449097,0.00034727614,3.84098,101.01109365910412
606,0.00034634259,3.79404,100.73955497382198,0.0003478492,3.84022,101.17777777777778
607,0.00034691557,3.79496,100.90621582315299,0.00034842226,3.8393,101.34446189645143
608,0.00034748856,3.79526,101.07287958115182,0.00034899532,3.83853,101.51114601512508
609,0.00034806155,3.79542,101.23954333915067,0.00034956838,3.83777,101.67783013379874
610,0.00034863453,3.79588,101.40620418848167,0.00035014144,3.83716,101.84451425247238
611,0.00034920751,3.79633,101.57286503781268,0.0003507145,3.83639,102.01119837114602
612,0.0003497805,3.79679,101.73952879581152,0.00035128756,3.83563,102.17788248981967
613,0.00035035348,3.79695,101.90618964514252,0.00035186063,3.83486,102.34456951716112
614,0.00035092646,3.79756,102.07285049447353,0.00035243369,3.8341,102.51125363583479
615,0.00035149945,3.79786,102.23951425247238,0.00035300675,3.83333,102.67793775450843
616,0.00035207243,3.79832,102.40617510180337,0.00035357981,3.83272,102.84462187318208
617,0.00035264542,3.79848,102.5728388598022,0.00035415287,3.83196,103.01130599185572
618,0.0003532184,3.79939,102.73949970913323,0.00035472593,3.83104,103.17799011052938
619,0.00035379139,3.7997,102.90616346713206,0.000355299,3.83028,103.34467713787085
620,0.00035436437,3.79985,103.07282431646306,0.00035587206,3.82967,103.51136125654449
621,0.00035493735,3.80046,103.23948516579405,0.00035644512,3.8289,103.67804537521813
622,0.00035551034,3.80077,103.4061489237929,0.00035701818,3.82783,103.8447294938918
623,0.00035608332,3.80092,103.57280977312391,0.00035759124,3.82737,104.01141361256545
624,0.0003566563,3.80153,103.7394706224549,0.0003581643,3.82676,104.17809773123909
625,0.00035722929,3.80199,103.90613438045375,0.00035873736,3.826,104.34478184991274
626,0.00035780227,3.80245,104.07279522978476,0.00035931042,3.82523,104.51146596858639
627,0.00035837525,3.80291,104.23945607911575,0.00035988348,3.82493,104.67815008726004
628,0.00035894823,3.80306,104.40611692844678,0.00036045654,3.82386,104.84483420593368
629,0.00035952122,3.80367,104.57278068644561,0.0003610296,3.8234,105.01151832460732
630,0.0003600942,3.80413,104.7394415357766,0.00036160266,3.82263,105.17820244328098
631,0.00036066718,3.80444,104.9061023851076,0.00036217572,3.82217,105.34488656195462
632,0.00036124016,3.80505,105.07276323443863,0.00036274878,3.82141,105.51157068062827
633,0.00036181314,3.80536,105.23942408376962,0.00036332185,3.82049,105.67825770796976
634,0.00036238612,3.80597,105.40608493310063,0.00036389491,3.82003,105.8449418266434
635,0.0003629591,3.80627,105.57274578243165,0.00036446797,3.81942,106.01162594531705
636,0.00036353209,3.80658,105.73940954043047,0.00036504103,3.81866,106.1783100639907
637,0.00036410507,3.80719,105.90607038976147,0.00036561409,3.81789,106.34499418266435
638,0.00036467805,3.80765,106.0727312390925,0.00036618715,3.81728,106.511678301338
639,0.00036525104,3.80795,106.23939499709132,0.00036676021,3.81667,106.67836242001164
640,0.00036582402,3.80826,106.40605584642232,0.00036733327,3.81606,106.84504653868528
641,0.000366397,3.80857,106.57271669575336,0.00036790633,3.81529,107.01173065735894
642,0.00036696998,3.80933,106.73937754508435,0.00036847939,3.81483,107.17841477603258
643,0.00036754297,3.80979,106.90604130308319,0.00036905245,3.81392,107.34509889470623
644,0.00036811595,3.81025,107.0727021524142,0.00036962551,3.81346,107.51178301337987
645,0.00036868893,3.81055,107.2393630017452,0.00037019857,3.81285,107.67846713205351
