,|Q|[Ah](charge),Voltage[V](charge),Capacity[mAh/g](charge),|Q|[Ah](discharge),Voltage[V](discharge),Capacity[mAh/g](discharge)
646,0.00036926192,3.81132,107.40602675974404,0.00037077163,3.81224,107.84515125072717
647,0.0003698349,3.81147,107.57268760907505,0.00037134469,3.81132,108.01183536940081
648,0.00037040788,3.81208,107.73934845840606,0.00037191775,3.81086,108.17851948807446
649,0.00037098087,3.81254,107.90601221640489,0.00037249081,3.8104,108.3452036067481
650,0.00037155385,3.81285,108.07267306573588,0.00037306387,3.80964,108.51188772542176
651,0.00037212684,3.81361,108.23933682373473,0.00037363693,3.80902,108.6785718440954
652,0.00037269982,3.81407,108.40599767306574,0.00037420999,3.80841,108.84525596276904
653,0.00037327281,3.81453,108.57266143106456,0.00037478305,3.8078,109.01194008144269
654,0.00037384579,3.81499,108.73932228039558,0.00037535611,3.80704,109.17862420011635
655,0.00037441877,3.81545,108.90598312972658,0.00037592917,3.80643,109.34530831878999
656,0.00037499176,3.81575,109.07264688772541,0.00037650223,3.80612,109.51199243746363
657,0.00037556474,3.81636,109.23930773705644,0.00037707529,3.80536,109.6786765561373
658,0.00037613772,3.81652,109.40596858638743,0.00037764835,3.80474,109.84536067481095
659,0.0003767107,3.81713,109.57262943571844,0.00037822142,3.80413,110.0120477021524
660,0.00037728368,3.81774,109.73929028504945,0.00037879447,3.80352,110.17872891215823
661,0.00037785667,3.8182,109.90595404304828,0.00037936753,3.80306,110.34541303083189
662,0.00037842965,3.81881,110.07261489237929,0.00037994059,3.8026,110.51209714950554
663,0.00037900263,3.81927,110.2392757417103,0.00038051365,3.80214,110.67878126817918
664,0.00037957561,3.81973,110.4059365910413,0.00038108671,3.80138,110.84546538685282
665,0.0003801486,3.82019,110.57260034904013,0.00038165977,3.80092,111.01214950552648
666,0.00038072158,3.82064,110.73926119837114,0.00038223283,3.80031,111.17883362420012
667,0.00038129457,3.82126,110.90592495636999,0.00038280589,3.7997,111.34551774287377
668,0.00038186755,3.82187,111.07258580570098,0.00038337895,3.79924,111.51220186154741
669,0.00038244054,3.82202,111.23924956369981,0.00038395201,3.79878,111.67888598022104
670,0.00038301352,3.82263,111.40591041303084,0.00038452507,3.79832,111.8455700988947
671,0.00038358651,3.82309,111.57257417102967,0.00038509813,3.79756,112.01225421756834
672,0.00038415949,3.82355,111.73923502036067,0.00038567119,3.79695,112.17893833624198
673,0.00038473248,3.82401,111.90589877835951,0.00038624425,3.79649,112.34562245491563
674,0.00038530546,3.82447,112.07255962769052,0.00038681731,3.79588,112.51230657358929
675,0.00038587845,3.82493,112.23922338568936,0.00038739038,3.79542,112.67899360093077
676,0.00038645143,3.82584,112.40588423502037,0.00038796343,3.79496,112.84567481093657
677,0.00038702442,3.82615,112.57254799301919,0.00038853649,3.79419,113.01235892961022
678,0.00038759741,3.82661,112.73921175101802,0.00038910955,3.79374,113.17904304828387
679,0.00038817039,3.82722,112.90587260034903,0.00038968261,3.79312,113.34572716695752
680,0.00038874338,3.82798,113.07253635834788,0.00039025567,3.79282,113.51241128563116
681,0.00038931636,3.82844,113.23919720767887,0.00039082873,3.7919,113.6790954043048
682,0.00038988934,3.82875,113.40585805700988,0.00039140179,3.7916,113.84577952297846
683,0.00039046233,3.82921,113.57252181500873,0.00039197485,3.79098,114.01246364165212
684,0.00039103531,3.82997,113.73918266433972,0.00039254791,3.79052,114.17914776032576
685,0.0003916083,3.83043,113.90584642233856,0.00039312097,3.78991,114.34583187899942
686,0.00039218128,3.83104,114.07250727166955,0.00039369403,3.78961,114.51251599767306
687,0.00039275427,3.83165,114.23917102966841,0.00039426709,3.789,114.6792001163467
688,0.00039332725,3.83226,114.40583187899941,0.00039484014,3.78884,114.84588132635253
689,0.00039390024,3.83272,114.57249563699826,0.0003954132,3.78808,115.01256544502618
690,0.00039447322,3.83349,114.73915648632925,0.00039598626,3.78747,115.17924956369983
691,0.00039504621,3.83395,114.90582024432808,0.00039655932,3.78701,115.34593368237347
692,0.00039561919,3.83456,115.07248109365909,0.00039713238,3.78655,115.51261780104711
693,0.00039619218,3.83517,115.23914485165794,0.00039770544,3.78609,115.67930191972077
694,0.00039676516,3.83548,115.40580570098894,0.0003982785,3.78563,115.84598603839441
695,0.00039733815,3.83609,115.57246945898777,0.00039885156,3.78487,116.01267015706806
696,0.00039791113,3.83685,115.73913030831879,0.00039942462,3.78456,116.1793542757417
697,0.00039848412,3.83746,115.90579406631763,0.00039999768,3.78426,116.34603839441536
698,0.0003990571,3.83823,116.07245491564862,0.00040057074,3.78364,116.512722513089
699,0.00039963008,3.83853,116.23911576497964,0.0004011438,3.78319,116.67940663176265
700,0.00040020307,3.83914,116.40577952297848,0.00040171686,3.78273,116.84609075043629
701,0.00040077605,3.83976,116.57244037230947,0.00040228992,3.78212,117.01277486910995
702,0.00040134903,3.84052,116.73910122164047,0.00040286298,3.78181,117.17945898778359
703,0.00040192202,3.84083,116.90576497963933,0.00040343604,3.78135,117.34614310645725
704,0.000402495,3.84159,117.07242582897032,0.0004040091,3.78089,117.51282722513089
705,0.00040306798,3.8422,117.23908667830132,0.00040458216,3.78043,117.67951134380455
706,0.00040364097,3.84281,117.40575043630017,0.00040515522,3.77982,117.84619546247819
707,0.00040421395,3.84327,117.57241128563118,0.00040572828,3.77952,118.01287958115184
708,0.00040478693,3.84404,117.73907213496217,0.00040630135,3.77891,118.17956660849329
709,0.00040535991,3.84465,117.9057329842932,0.00040687441,3.7786,118.34625072716693
710,0.0004059329,3.84511,118.07239674229203,0.00040744746,3.77829,118.51293193717278
711,0.00040650588,3.84572,118.23905759162302,0.00040802052,3.77768,118.67961605584642
712,0.00040707886,3.84664,118.40571844095403,0.00040859358,3.77707,118.84630017452007
713,0.00040765184,3.84694,118.57237929028504,0.00040916664,3.77692,119.01298429319372
714,0.00040822482,3.84771,118.73904013961604,0.0004097397,3.77646,119.17966841186737
715,0.0004087978,3.84847,118.90570098894707,0.00041031276,3.77569,119.34635253054101
716,0.00040937079,3.84908,119.0723647469459,0.00041088582,3.77508,119.51303664921465
717,0.00040994377,3.84954,119.23902559627689,0.00041145888,3.77493,119.67972076788831
718,0.00041051675,3.85061,119.40568644560791,0.00041203194,3.77447,119.84640488656196
719,0.00041108973,3.85122,119.57234729493892,0.000412605,3.77401,120.0130890052356
720,0.00041166271,3.85168,119.73900814426992,0.00041317806,3.7734,120.17977312390924
721,0.0004122357,3.85245,119.90567190226876,0.00041375112,3.7731,120.3464572425829
722,0.00041280868,3.85306,120.07233275159977,0.00041432418,3.77248,120.51314136125654
723,0.00041338166,3.85367,120.23899360093077,0.00041489723,3.77218,120.67982257126236
724,0.00041395464,3.85443,120.40565445026176,0.00041547029,3.77172,120.846506689936
725,0.00041452762,3.8552,120.57231529959279,0.00041604335,3.77141,121.01319080860966
726,0.0004151006,3.85566,120.73897614892378,0.00041661641,3.7708,121.17987492728331
727,0.00041567358,3.85642,120.90563699825479,0.00041718947,3.77065,121.34655904595695
728,0.00041624656,3.85703,121.0722978475858,0.00041776253,3.77004,121.5132431646306
729,0.00041681955,3.8578,121.23896160558463,0.00041833559,3.76943,121.67992728330425
730,0.00041739253,3.85841,121.40562245491563,0.00041890865,3.76912,121.8466114019779
731,0.00041796551,3.85917,121.57228330424665,0.00041948171,3.76866,122.01329552065154
732,0.00041853849,3.86009,121.73894415357765,0.00042005477,3.76836,122.17997963932518
733,0.00041911147,3.86055,121.90560500290866,0.00042062783,3.7679,122.34666375799884
734,0.00041968445,3.86116,122.07226585223968,0.00042120089,3.76759,122.51334787667248
735,0.00042025743,3.86193,122.23892670157068,0.00042177395,3.76698,122.68003199534613
736,0.00042083041,3.86284,122.40558755090169,0.00042234701,3.76667,122.84671611401977
737,0.00042140339,3.86376,122.57224840023268,0.00042292007,3.76621,123.01340023269343
738,0.00042197637,3.86422,122.73890924956369,0.00042349313,3.76591,123.18008435136707
739,0.00042254935,3.86483,122.9055700988947,0.00042406619,3.7653,123.34676847004071
740,0.00042312234,3.8656,123.07223385689353,0.00042463925,3.76499,123.51345258871436
741,0.00042369532,3.86621,123.23889470622454,0.00042521231,3.76469,123.68013670738802
742,0.0004242683,3.86697,123.40555555555555,0.00042578537,3.76407,123.84682082606166
743,0.00042484129,3.86789,123.57221931355438,0.00042635843,3.76377,124.0135049447353
744,0.00042541427,3.86835,123.7388801628854,0.00042693149,3.76331,124.18018906340895
745,0.00042598725,3.86926,123.9055410122164,0.00042750455,3.763,124.3468731820826
746,0.00042656023,3.87018,124.0722018615474,0.00042807761,3.76224,124.51355730075625
747,0.00042713321,3.87095,124.23886271087841,0.00042865067,3.76193,124.68024141942989
748,0.0004277062,3.87156,124.40552646887724,0.00042922373,3.76163,124.84692553810353
749,0.00042827918,3.87217,124.57218731820825,0.00042979679,3.76132,125.0136096567772
750,0.00042885217,3.87309,124.7388510762071,0.00043036985,3.76086,125.18029377545085
751,0.00042942515,3.8737,124.9055119255381,0.00043094291,3.76025,125.34697789412449
752,0.00042999813,3.87446,125.0721727748691,0.00043151597,3.75995,125.51366201279815
753,0.00043057111,3.87538,125.2388336242001,0.00043208903,3.75949,125.6803461314718
754,0.00043114409,3.87599,125.40549447353112,0.00043266209,3.75918,125.84703025014544
755,0.00043171708,3.87676,125.57215823152994,0.00043323515,3.75872,126.01371436881908
756,0.00043229006,3.87737,125.73881908086095,0.00043380821,3.75826,126.18039848749274
757,0.00043286304,3.87813,125.90547993019197,0.00043438127,3.75781,126.34708260616638
758,0.00043343603,3.87905,126.07214368819079,0.00043495432,3.75735,126.51376381617219
759,0.00043400901,3.87997,126.23880453752182,0.00043552738,3.75704,126.68044793484583
760,0.00043458199,3.88058,126.40546538685282,0.00043610044,3.75674,126.84713205351947
761,0.00043515498,3.88134,126.57212914485164,0.0004366735,3.75612,127.01381617219313
762,0.00043572796,3.88241,126.73878999418265,0.00043724656,3.75582,127.18050029086677
763,0.00043630095,3.88287,126.9054537521815,0.00043781962,3.75536,127.34718440954042
764,0.00043687393,3.88379,127.0721146015125,0.00043839267,3.75505,127.51386561954624
765,0.00043744691,3.88455,127.2387754508435,0.00043896573,3.7546,127.6805497382199
766,0.00043801989,3.88532,127.40543630017453,0.00043953879,3.75429,127.84723385689354
767,0.00043859287,3.88608,127.57209714950552,0.00044011185,3.75368,128.01391797556718
768,0.00043916585,3.88685,127.73875799883652,0.00044068491,3.75337,128.18060209424084
769,0.00043973883,3.88776,127.90541884816753,0.00044125797,3.75322,128.34728621291447
770,0.00044031182,3.88853,128.07208260616636,0.00044183103,3.75276,128.51397033158813
771,0.0004408848,3.88945,128.23874345549737,0.00044240408,3.7523,128.68065154159393
772,0.00044145778,3.89021,128.40540430482838,0.00044297714,3.75184,128.8473356602676
773,0.00044203076,3.89098,128.5720651541594,0.0004435502,3.75169,129.01401977894122
774,0.00044260374,3.89174,128.7387260034904,0.00044412326,3.75108,129.18070389761488
775,0.00044317673,3.8925,128.90538976148923,0.00044469633,3.75077,129.34739092495636
776,0.00044374971,3.89342,129.07205061082024,0.00044526938,3.75031,129.51407213496216
777,0.00044432269,3.89403,129.23871146015122,0.00044584244,3.74986,129.68075625363582
778,0.00044489567,3.89495,129.40537230948226,0.0004464155,3.74955,129.84744037230948
779,0.00044546865,3.89572,129.57203315881324,0.00044698856,3.74909,130.01412449098314
780,0.00044604163,3.89617,129.73869400814425,0.00044756162,3.74863,130.18080860965676
781,0.00044661461,3.89724,129.9053548574753,0.00044813468,3.74833,130.34749272833042
782,0.00044718759,3.89801,130.07201570680627,0.00044870774,3.74802,130.51417684700408
783,0.00044776057,3.89893,130.23867655613728,0.0004492808,3.74741,130.6808609656777
784,0.00044833355,3.89969,130.4053374054683,0.00044985385,3.7471,130.84754217568354
785,0.00044890653,3.90061,130.5719982547993,0.00045042691,3.7468,131.01422629435717
786,0.00044947951,3.90122,130.7386591041303,0.00045099997,3.74634,131.18091041303083
787,0.00045005249,3.90214,130.90531995346132,0.00045157302,3.74588,131.34759162303664
788,0.00045062548,3.9029,131.07198371146015,0.00045214608,3.74573,131.5142757417103
789,0.00045119846,3.90382,131.23864456079116,0.00045271914,3.74512,131.68095986038392
790,0.00045177144,3.90458,131.40530541012214,0.0004532922,3.74481,131.8476439790576
791,0.00045234442,3.90535,131.57196625945315,0.00045386526,3.7442,132.01432809773124
792,0.00045291741,3.90642,131.73863001745198,0.00045443831,3.74389,132.18100930773704
793,0.00045349039,3.90718,131.905290866783,0.00045501137,3.74359,132.3476934264107
794,0.00045406338,3.90795,132.07195462478185,0.00045558443,3.74313,132.51437754508436
795,0.00045463636,3.90886,132.23861547411283,0.00045615749,3.74267,132.681061663758
796,0.00045520935,3.90963,132.40527923211167,0.00045673054,3.74252,132.8477428737638
797,0.00045578233,3.91039,132.5719400814427,0.0004573036,3.7419,133.01442699243745
798,0.00045635531,3.91116,132.73860093077369,0.00045787666,3.74145,133.18111111111108
799,0.0004569283,3.91207,132.90526468877252,0.00045844972,3.74145,133.34779522978474
800,0.00045750128,3.91284,133.07192553810356,0.00045902278,3.74083,133.5144793484584
801,0.00045807427,3.91376,133.2385892961024,0.00045959584,3.74038,133.68116346713205
802,0.00045864725,3.91467,133.40525014543337,0.0004601689,3.73992,133.8478475858057
803,0.00045922023,3.91529,133.5719109947644,0.00046074196,3.73976,134.01453170447934
804,0.00045979321,3.9162,133.7385718440954,0.00046131502,3.73915,134.181215823153
805,0.00046036619,3.91697,133.9052326934264,0.00046188808,3.73885,134.34789994182663
806,0.00046093918,3.91788,134.07189645142523,0.00046246113,3.73839,134.51458115183246
807,0.00046151216,3.91865,134.23855730075624,0.00046303419,3.73793,134.68126527050612
808,0.00046208515,3.91957,134.40522105875507,0.00046360725,3.73762,134.84794938917975
809,0.00046265813,3.92018,134.57188190808608,0.00046418031,3.73717,135.0146335078534
810,0.00046323111,3.92125,134.7385427574171,0.00046475337,3.73671,135.18131762652706
811,0.00046380409,3.92201,134.9052036067481,0.00046532642,3.7364,135.34799883653287
812,0.00046437707,3.92262,135.0718644560791,0.00046589948,3.73579,135.51468295520652
813,0.00046495006,3.92354,135.23852821407795,0.00046647254,3.73564,135.68136707388015
814,0.00046552304,3.92446,135.40518906340895,0.0004670456,3.73518,135.8480511925538
815,0.00046609602,3.92538,135.57184991273996,0.00046761865,3.73472,136.01473240255962
816,0.000466669,3.92599,135.73851076207097,0.00046819171,3.73441,136.18141652123327
817,0.00046724199,3.92706,135.9051745200698,0.00046876477,3.73411,136.3481006399069
818,0.00046781497,3.92767,136.07183536940082,0.00046933783,3.73365,136.51478475858056
819,0.00046838795,3.92859,136.23849621873183,0.00046991089,3.73319,136.68146887725422
820,0.00046896094,3.92935,136.40515997673066,0.00047048394,3.73258,136.84815008726002
821,0.00046953392,3.93012,136.57182082606167,0.000471057,3.73243,137.01483420593365
822,0.0004701069,3.93119,136.73848167539265,0.00047163006,3.73212,137.18151832460734
823,0.00047067989,3.9318,136.9051454333915,0.00047220312,3.73151,137.34820244328097
824,0.00047125287,3.93256,137.07180628272252,0.00047277618,3.7312,137.51488656195463
825,0.00047182585,3.93348,137.2384671320535,0.00047334923,3.73074,137.68156777196046
826,0.00047239883,3.93424,137.4051279813845,0.00047392229,3.73044,137.8482518906341
827,0.00047297181,3.93486,137.57178883071552,0.00047449535,3.72998,138.01493600930772
828,0.00047354479,3.93593,137.73844968004653,0.00047506841,3.72967,138.18162012798138
829,0.00047411778,3.93654,137.90511343804536,0.00047564146,3.72937,138.34830133798718
830,0.00047469076,3.93746,138.07177428737637,0.00047621452,3.72906,138.51498545666084
831,0.00047526374,3.93822,138.23843513670738,0.00047678757,3.7283,138.68166666666667
832,0.00047583672,3.93914,138.40509598603836,0.00047736063,3.72814,138.8483507853403
833,0.0004764097,3.9399,138.5717568353694,0.00047793368,3.72753,139.0150319953461
834,0.00047698269,3.94082,138.73842059336823,0.00047850674,3.72723,139.18171611401976
835,0.00047755567,3.94128,138.9050814426992,0.0004790798,3.72692,139.34840023269342
836,0.00047812865,3.94219,139.07174229203025,0.00047965286,3.72631,139.51508435136705
837,0.00047870163,3.94311,139.23840314136126,0.00048022592,3.72631,139.6817684700407
838,0.00047927461,3.94388,139.40506399069224,0.00048079897,3.7257,139.84844968004654
839,0.00047984759,3.94449,139.57172484002328,0.00048137203,3.72539,140.01513379872017
840,0.00048042058,3.94541,139.7383885980221,0.00048194509,3.72493,140.18181791739383
841,0.00048099355,3.94632,139.90504653868527,0.00048251814,3.72432,140.34849912739966
842,0.00048156653,3.94709,140.07170738801628,0.0004830912,3.72417,140.5151832460733
843,0.00048213951,3.948,140.2383682373473,0.00048366425,3.72371,140.6818644560791
844,0.00048271249,3.94862,140.4050290866783,0.00048423731,3.72325,140.84854857475275
845,0.00048328548,3.94938,140.57169284467713,0.00048481037,3.72295,141.01523269342638
846,0.00048385846,3.9503,140.73835369400814,0.00048538342,3.72249,141.18191390343222
847,0.00048443144,3.95122,140.90501454333915,0.00048595648,3.72203,141.34859802210588
848,0.00048500442,3.95198,141.07167539267016,0.00048652953,3.72172,141.51527923211168
849,0.00048557741,3.95274,141.238339150669,0.00048710259000000003,3.72142,141.68196335078534
850,0.00048615039,3.95351,141.40499999999997,0.00048767565,3.72096,141.84864746945897
851,0.00048672337,3.95412,141.57166084933098,0.0004882487,3.72019,142.0153286794648
852,0.00048729636,3.95473,141.73832460732984,0.00048882176,3.71989,142.18201279813843
853,0.00048786934,3.95565,141.90498545666082,0.00048939482,3.71974,142.3486969168121
854,0.00048844232,3.95657,142.07164630599183,0.00048996787,3.71897,142.51537812681792
855,0.0004890153,3.95718,142.23830715532284,0.00049054093,3.71867,142.68206224549155
856,0.00048958828,3.95794,142.40496800465385,0.00049111399,3.71821,142.8487463641652
857,0.00049016127,3.95886,142.57163176265271,0.00049168705,3.7179,143.01543048283887
858,0.00049073425,3.95947,142.73829261198372,0.0004922601,3.71759,143.18211169284467
859,0.00049130724,3.96039,142.90495636998253,0.00049283316,3.71714,143.34879581151833
860,0.00049188023,3.961,143.0716201279814,0.00049340622,3.71668,143.51547993019196
861,0.00049245321,3.96192,143.2382809773124,0.00049397928,3.71622,143.68216404886562
862,0.00049302619,3.96253,143.4049418266434,0.00049455233,3.71561,143.84884525887142
863,0.00049359917,3.9636,143.5716026759744,0.00049512539,3.71545,144.01552937754508
864,0.00049417215,3.96436,143.73826352530543,0.00049569844,3.71515,144.18221058755088
865,0.00049474514,3.96498,143.90492728330423,0.0004962715,3.71484,144.34889470622454
866,0.00049531812,3.96574,144.07158813263524,0.00049684456,3.71423,144.5155788248982
867,0.0004958911,3.96635,144.23824898196622,0.00049741762,3.71393,144.68226294357183
868,0.00049646408,3.96712,144.40490983129726,0.00049799068,3.71362,144.8489470622455
869,0.00049703706,3.96788,144.57157068062824,0.00049856374,3.71301,145.01563118091914
870,0.00049761004,3.96865,144.73823152995925,0.0004991368,3.71255,145.18231529959277
871,0.00049818303,3.96941,144.9048952879581,0.00049970986,3.71224,145.34899941826643
872,0.00049875601,3.97017,145.07155613728912,0.00050028291,3.71194,145.51568062827224
873,0.00049932899,3.97094,145.2382169866201,0.00050085597,3.71148,145.68236474694586
874,0.00049990197,3.9714,145.40487783595114,0.00050142903,3.71102,145.84904886561952
875,0.00050047496,3.97231,145.57154159394995,0.00050200209,3.71071,146.01573298429318
876,0.00050104794,3.97293,145.73820244328095,0.00050257515,3.7101,146.1824171029668
877,0.00050162092,3.97369,145.904863292612,0.0005031482,3.7098,146.34909831297264
878,0.00050219391,3.97461,146.07152705061083,0.00050372126,3.70919,146.5157824316463
879,0.00050276688,3.97507,146.23818499127398,0.00050429432,3.70903,146.68246655031993
880,0.00050333987,3.97598,146.40484874927284,0.00050486738,3.70857,146.8491506689936
881,0.00050391285,3.9766,146.57150959860382,0.00050544043,3.70796,147.01583187899942
882,0.00050448583,3.97736,146.73817044793483,0.00050601349,3.70781,147.18251599767308
883,0.00050505881,3.97797,146.90483129726584,0.00050658655,3.7072,147.3492001163467
884,0.00050563179,3.97874,147.07149214659685,0.00050715961,3.70705,147.51588423502037
885,0.00050620478,3.97935,147.2381559045957,0.00050773267,3.70643,147.68256835369402
886,0.00050677776,3.98027,147.40481675392672,0.00050830573,3.70598,147.84925247236765
887,0.00050735074,3.98088,147.5714776032577,0.00050887879,3.70582,148.0159365910413
888,0.00050792372,3.98179,147.73813845258871,0.00050945185,3.70506,148.18262070971497
889,0.0005084967,3.98241,147.90479930191972,0.00051002491,3.7046,148.3493048283886
890,0.00050906968,3.98317,148.07146015125073,0.00051059797,3.70429,148.51598894706225
891,0.00050964267,3.98378,148.23812390924954,0.00051117102,3.70383,148.68267015706803
892,0.00051021565,3.98455,148.40478475858055,0.00051174408,3.70322,148.8493542757417
893,0.00051078864,3.98531,148.5714485165794,0.00051231713,3.70307,149.01603548574752
894,0.00051136162,3.98592,148.73810936591042,0.00051289019,3.70261,149.18271960442115
895,0.00051193461,3.98669,148.90477312390922,0.00051346325,3.70231,149.3494037230948
896,0.00051250759,3.98745,149.07143397324023,0.00051403631,3.70154,149.51608784176844
897,0.00051308057,3.98806,149.23809482257124,0.00051460937,3.70108,149.68277196044212
898,0.00051365355,3.98852,149.40475567190225,0.00051518243,3.70093,149.84945607911575
899,0.00051422654,3.98929,149.57141942990108,0.00051575549,3.70032,150.0161401977894
900,0.00051479952,3.99005,149.73808027923212,0.00051632854,3.70001,150.18282140779525
901,0.0005153725,3.99081,149.90474112856313,0.0005169016,3.6994,150.34950552646887
902,0.00051594549,3.99143,150.07140488656194,0.00051747466,3.69909,150.51618964514253
903,0.00051651847,3.99219,150.23806573589295,0.00051804772,3.69879,150.68287376381616
904,0.00051709145,3.9928,150.40472658522393,0.00051862078,3.69833,150.84955788248985
905,0.00051766444,3.99357,150.5713903432228,0.00051919383,3.69787,151.01623909249562
906,0.00051823742,3.99433,150.73805119255383,0.00051976689,3.69726,151.18292321116928
907,0.00051881041,3.99494,150.90471495055263,0.00052033995,3.69695,151.3496073298429
908,0.00051938339,3.9954,151.07137579988364,0.000520913,3.6965,151.51628853984874
909,0.00051995638,3.99632,151.23803955788247,0.00052148606,3.69604,151.6829726585224
910,0.00052052936,3.99708,151.40470040721348,0.00052205912,3.69588,151.84965677719603
911,0.00052110234,3.99739,151.5713612565445,0.00052263218,3.69527,152.0163408958697
912,0.00052167533,3.99846,151.7380250145433,0.00052320523,3.69466,152.18302210587547
913,0.00052224832,3.99907,151.9046887725422,0.00052377829,3.69451,152.34970622454915
914,0.0005228213,3.99984,152.0713496218732,0.00052435135,3.6942,152.51639034322278
915,0.00052339428,4.00045,152.23801047120418,0.00052492441,3.69374,152.68307446189644
916,0.00052396726,4.00106,152.4046713205352,0.00052549747,3.69298,152.84975858057007
917,0.00052454025,4.00182,152.57133507853402,0.00052607053,3.69252,153.01644269924373
918,0.00052511323,4.00243,152.737995927865,0.00052664358,3.69206,153.18312390924956
919,0.00052568621,4.0032,152.90465677719604,0.00052721664,3.69191,153.3498080279232
920,0.00052625919,4.00366,153.07131762652705,0.0005277897,3.6913,153.51649214659687
921,0.00052683218,4.00442,153.23798138452588,0.00052836276,3.69084,153.6831762652705
922,0.00052740516,4.00534,153.4046422338569,0.00052893582,3.69053,153.84986038394416
923,0.00052797814,4.0058,153.5713030831879,0.00052950887,3.68977,154.01654159394997
924,0.00052855112,4.00641,153.73796393251888,0.00053008193,3.68962,154.18322571262362
925,0.0005291241,4.00717,153.90462478184992,0.00053065499,3.68931,154.34990983129725
926,0.00052969709,4.00779,154.07128853984872,0.00053122805,3.68855,154.5165939499709
927,0.00053027007,4.00855,154.23794938917976,0.00053180111,3.68824,154.68327806864454
928,0.00053084305,4.00916,154.40461023851077,0.00053237416,3.68778,154.84995927865035
929,0.00053141603,4.00977,154.57127108784178,0.00053294722,3.68763,155.01664339732403
930,0.00053198902,4.01039,154.73793484584058,0.00053352028,3.68702,155.18332751599766
931,0.000532562,4.01115,154.9045956951716,0.00053409334,3.68656,155.35001163467132
932,0.00053313499,4.01207,155.07125945317046,0.00053466639,3.6861,155.51669284467712
933,0.00053370797,4.01253,155.23792030250146,0.00053523945,3.68564,155.68337696335078
934,0.00053428095,4.01329,155.40458115183247,0.00053581251,3.68518,155.8500610820244
935,0.00053485394,4.0139,155.57124490983128,0.00053638557,3.68472,156.01674520069807
936,0.00053542693,4.01467,155.7379086678301,0.00053695863,3.68426,156.18342931937173
937,0.00053599991,4.01528,155.90456951716112,0.00053753169,3.68381,156.35011343804538
938,0.0005365729,4.01574,156.07123327515998,0.00053810474,3.68335,156.5167946480512
939,0.00053714588,4.01681,156.237894124491,0.0005386778,3.68274,156.68347876672485
940,0.00053771887,4.01742,156.4045578824898,0.00053925086,3.68228,156.8501628853985
941,0.00053829185,4.01803,156.5712187318208,0.00053982392,3.68182,157.01684700407213
942,0.00053886484,4.01864,156.73788248981964,0.00054039698,3.68151,157.1835311227458
943,0.00053943782,4.01925,156.90454333915065,0.00054097003,3.6809,157.35021233275157
944,0.0005400108,4.02017,157.0712041884817,0.00054154309,3.68059,157.51689645142525
945,0.00054058378,4.02063,157.2378650378127,0.00054211615,3.68029,157.68358057009888
946,0.00054115677,4.02124,157.4045287958115,0.00054268921,3.67952,157.85026468877254
947,0.00054172975,4.02201,157.5711896451425,0.00054326227,3.67907,158.01694880744617
948,0.00054230274,4.02262,157.73785340314134,0.00054383533,3.67876,158.18363292611983
949,0.00054287572,4.02338,157.90451425247235,0.00054440838,3.67815,158.35031413612566
950,0.00054344871,4.02399,158.0711780104712,0.00054498144,3.67769,158.5169982547993
951,0.00054402169,4.02476,158.23783885980217,0.0005455545,3.67754,158.68368237347298
952,0.00054459468,4.02537,158.40450261780106,0.00054612756,3.67693,158.8503664921466
953,0.00054516766,4.02598,158.57116346713207,0.00054670062,3.67647,159.01705061082026
954,0.00054574065,4.02659,158.73782722513087,0.00054727368,3.67601,159.1837347294939
955,0.00054631363,4.02736,158.90448807446188,0.00054784674,3.67555,159.35041884816755
956,0.00054688661,4.02812,159.07114892379286,0.0005484198,3.67509,159.51710296684118
957,0.0005474596,4.02873,159.23781268179175,0.00054899285,3.67463,159.68378417684698
958,0.00054803258,4.02934,159.40447353112276,0.00054956591,3.67417,159.8504682955206
959,0.00054860556,4.03026,159.57113438045374,0.00055013897,3.67371,160.01715241419427
960,0.00054917855,4.03087,159.73779813845258,0.00055071203,3.6731,160.1838365328679
961,0.00054975153,4.03148,159.90445898778358,0.00055128509,3.6728,160.3505206515416
962,0.00055032452,4.03225,160.07112274578242,0.00055185814,3.67234,160.51720186154742
963,0.0005508975,4.03271,160.23778359511343,0.0005524312,3.67188,160.68388598022105
964,0.00055147048,4.03362,160.40444444444447,0.00055300426,3.67142,160.8505700988947
965,0.00055204347,4.03439,160.57110820244327,0.00055357732,3.67096,161.01725421756834
966,0.00055261645,4.035,160.73776905177428,0.00055415037,3.6705,161.18393542757417
967,0.00055318944,4.03592,160.9044328097731,0.00055472343,3.6702,161.3506195462478
968,0.00055376242,4.03653,161.07109365910412,0.00055529649,3.66974,161.51730366492149
969,0.00055433541,4.03745,161.23775741710296,0.00055586955,3.66913,161.68398778359511
970,0.00055490839,4.03775,161.40441826643394,0.00055644261,3.66867,161.85067190226877
971,0.00055548137,4.03867,161.57107911576497,0.00055701567,3.66836,162.0173560209424
972,0.00055605436,4.03959,161.7377428737638,0.00055758873,3.66775,162.18404013961606
973,0.00055662734,4.04005,161.90440372309482,0.00055816179,3.66745,162.3507242582897
974,0.00055720033,4.04066,162.07106748109365,0.00055873485,3.66683,162.51740837696335
975,0.00055777331,4.04158,162.23772833042463,0.00055930791,3.66622,162.68409249563697
976,0.0005583463,4.04234,162.4043920884235,0.00055988097,3.66592,162.85077661431066
